Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,LogMass
1.4739632554472417,0.006993285789519835,-0.3743217869722228,-0.13698161323356267,-0.6382509276124911,0.536795810216394,-0.9271503054335714,0.27761796981066356,-0.3525898777747645,-0.05276643084955512,-0.9495820148566751
1.0929740702912871,0.020108148519250288,-0.15634841748759953,-0.2521570511913114,0.38164407597197714,1.0524801302679159,-0.5530298000161933,-0.2690564615642721,-0.720869345154638,-0.03097700929033488,-0.6310833353367133
0.6273611867237119,-0.5510577799436815,-0.17487936982007302,-0.12737385631926923,0.1892419114040688,-0.049400177433794115,-0.9172035093869602,-0.1797175391454907,0.12380602594631307,0.3586243255806651,-0.07175354226523115
0.7652835568043695,0.17082284570648318,0.9338012053448818,-1.6874190955163928,0.6986041566663025,-0.04362954056717648,-0.6423681760795669,0.11247574437052789,0.6591673505819146,0.35193033410918695,-0.75843657405655
1.2142114279216414,-0.781799664702665,-0.3014540107071227,-0.23724499361861076,0.04589022655072198,0.3609407366151424,-0.7110242929788568,0.6399960121879066,-0.5398817542194313,0.14410598275805964,-0.10383688624086937
0.5192530371699844,1.3820821560198115,-0.8494707415165209,-0.21538307495371886,-1.698500022578736,0.029175724176590076,-0.841403002954857,-0.495929725606256,0.43797384419724755,-0.6036631562814012,-1.410230427522033
-1.5375687913067326,1.4710521994662569,-0.010656332057279286,-0.4316339416443138,-0.05197968796636488,-0.5331572298214776,0.10857279460906108,-0.06558734878540128,0.05866972348652275,-0.22759691374627733,-0.03553645829524856
-0.25888156122667877,1.4795706765739047,-0.6493983086051989,2.1108028337492164,-0.1723559771008215,-0.08773245619617459,0.33294686915573996,0.27368590858679026,0.18141309997247201,0.41399084096671124,-0.4842555140258447
-0.667521421428799,-0.09584293307404743,-0.3386591632206351,0.24192328320778353,0.7228479600775745,-1.9959939770721264,0.2746531551657743,-0.8672315388989627,-0.19323004099525137,-1.016626680455161,-0.48480076925236953
1.116502578341183,0.22922110794093414,-0.8295861176078316,0.5883313899788126,-0.15936563574758417,-0.10896904259468057,-1.0962853173095894,-0.05831543013472483,-0.4963568415727951,0.0861728770560644,-0.835737617973844
-0.9773552561510511,0.49027429283345575,-0.29074548264618555,-0.19192391706748174,0.05185901865322471,-0.7619952197011515,0.8255598425700132,-0.0330849813271359,0.015177699436311656,-0.021497804170034336,0.213150277760858
-1.1008107768340545,-0.29433008451531845,-0.6344196797471923,1.0735776779065203,-0.13079667293187158,0.4659645628491422,0.13186871167791145,0.1386311739819268,0.2058567817216708,-0.3634475901231579,1.0320773253379991
-0.11542155190232552,-0.696994777320132,-0.2826566445065647,-0.9789820740030487,-0.2594068227666024,-0.6640466653556398,-0.4618043452603372,-0.04018056584264499,0.03050882503617942,0.08608075680046881,0.23519719638279304
-1.5596698206753574,0.4663567462732067,0.04631175740070358,-0.27862904167210034,0.5205596059115414,-0.42168934123907087,-0.04601406375748861,-0.28119465336777943,-0.0745432710906759,-0.3675686293922823,0.6078769317992393
-1.4604100312483204,-0.4683473215202333,-0.03337472988457413,-0.004300537925598446,0.221955077385089,-0.25918649685983597,-0.49643190867386777,0.5476344802578869,0.43794237506401335,0.06952336114357455,1.3571390601302273
1.2071889409516547,-0.16376994007383025,-0.11194409847883681,0.4613938984103979,0.15280887376015817,-0.5524344451286626,0.1996411546841135,-0.5133706431851797,0.0503997467399442,-0.1800558630514987,-1.0941551293798726
-1.010605999133513,-0.23478109095249808,-0.17675067576417094,0.20787114783041744,0.12471044588550372,0.4022642273786686,-0.40702697999899035,0.10713242612518752,-0.1724546874758883,-0.4989463850804655,0.9675860883838165
-1.341235438677775,-0.1333056003400408,0.2781292831491944,0.7555586418182817,-0.05911725956669202,0.7951079762286608,0.05908495634485114,-0.3180150371669222,0.027040531416394707,-0.1504732777086669,1.373588466610389
1.2960429501426671,0.20949357783663197,-0.2843913622348343,0.012406246080630314,-0.013476504478959189,0.5144602305363302,0.29562023587064384,-0.19356875951794816,0.877634331345443,-0.15798332902083848,-1.1759845729457532
0.9854196195713056,0.16817388513647624,0.3809286402749956,-0.7583129573165885,0.5391034167858177,0.7355150727463146,-1.3459389115089575,-0.9551217480058084,0.44024965736272975,-0.3363099389427113,-0.8829235645535882
-0.973923289041821,-0.6232494990947633,1.350767720253911,0.6638529981881333,1.9670536769178244,-0.12416395701448378,-0.16692224364664346,0.0984584349635313,0.2002512878387064,-0.398112436183982,1.3657130193224891
0.21863148501081617,-0.7888793911117247,0.39050004498963553,-0.640327503501101,0.48690490500572664,-0.4521095273631863,0.47987338268945784,-0.07701534743565973,0.2776709208068372,0.38372646402874055,0.26418223089492016
-1.596398670643014,0.6986635871679558,0.08812244474097182,-0.5340633033063408,0.7248746834850861,-1.2363419417230166,0.638682239041442,-0.7556477100548453,-0.107716196686921,-0.46035823797609704,0.2153132371190675
0.48667374182431034,-1.499425003751072,-0.021385788105849842,-0.49568579167660975,0.1426264512228283,-0.22662473268748584,0.33201781148562465,0.21722541429250117,-0.00569326785517639,0.2644675443139654,0.6245161567999646
-0.9471531102455358,-1.5674995602471478,-0.5545935467508093,0.8127118446213029,-0.2920782876299503,-0.14812241998347858,0.243785769830835,0.1447015862966116,-0.5653696933697943,-0.7350755363226733,1.6085506441320028
-0.760169697776888,-0.9697318772032825,-1.0193354916181856,1.2723415630084633,-0.6969118549665805,0.6807933429325211,-0.15326049910541947,-0.29100179649858837,0.44692711167254034,-0.08674962358844486,1.543447520636644
0.858563726744562,0.5408428739793772,-0.0933204765593906,-0.9540477334838502,-0.7878034539994636,0.20221350742357622,0.8091206453986332,-0.09541273694991273,-0.27009578257385464,-0.2834671729750839,-1.1594667217213672
-1.7923839434552014,-0.2258939200818729,-0.012249845855378808,0.45757835319861334,0.8305363004001693,1.2703242164450115,-0.004225424642956204,-0.25987317451292613,0.3311698786345871,-0.4806299757825069,1.7939028762239209
-0.738049453944001,-0.2418406873796299,-0.379764066755668,1.0586054036800046,0.12208853126320078,0.5658076348414703,0.938375135817817,-0.5592389954460467,-0.22372296200996805,0.6106539520276996,1.0691649303613109
-0.8035898057158317,0.1522851336715253,-0.19757936346851654,0.3681989234295912,0.12707426672754635,0.033176076252434274,-0.8959813051319964,0.628059808840787,0.03042015892313215,0.07724234065807298,0.7512115563087975
-1.023054113349975,-0.417253905566474,-0.07974165962568844,-0.09836071990051813,0.5089390976372992,-0.24935225799107147,0.029342897639419413,-0.356039750595281,-0.22807113446384894,-0.36119059864099357,0.7032245633631234
-1.4651879713622085,-0.0023494441617294996,0.31682016636007426,-0.10348363285401953,-0.40808531206016707,0.3501673096844492,-0.42522757845798603,0.052012930873546866,0.992478624403172,-0.0684828054760704,1.2009403446500513
0.23174420308212296,-0.46853548454415395,-0.19070726292120954,-0.9852921691736333,-0.2097158015353217,-0.48427829921796206,0.14296784075985164,-0.7708342871982204,0.14528991208228437,0.2864708514758334,-0.19252655130795293
1.5958038584041319,1.340986928235891,4.440641285329624,0.8207384657037735,-1.9476894826890099,-0.18886467489491351,0.05885277665145695,-0.22150058061870165,-0.4081106305860171,0.3820633028960107,-1.9459632590135625
0.6327608222474008,-0.4409932477125272,0.41542482431879635,-1.1509853933337735,0.5478880675952259,0.42926061875763927,-1.031904608394983,0.46382462063219604,0.36292330686687285,-0.14072837589488998,-0.22099187382389204
-0.9200649957054158,-0.021201883357872327,-0.06844298348979809,0.9275132856619572,0.867917556891972,1.1050921268801355,0.4390725029299556,-0.35036133624853466,0.6238162445909294,0.0270434089639274,1.0556592447328923
-1.1974949083886133,-0.5216459958318538,0.3976937417433838,-1.5648687496165932,0.05381317336743126,-0.2569102944361291,-0.43046386163376854,0.0020571960546949004,-0.14159467059606728,0.05715898639664826,1.013167077690102
-1.6272831212841299,-0.18649410483606768,2.5800461498552183,0.508798259344398,0.32273588546140364,0.03164718789142838,-0.2836053075724894,-0.08185135799921953,0.47253678541191163,0.24754835854400242,1.7729435360013426
-0.8695051815902345,-0.4290263970852666,3.2857274468014928,0.8702423076374415,1.592484758172998,0.023856568111570692,-0.4109667887133354,-0.24115152023702852,0.46315981484863056,-0.25003211503966366,1.1865633047398565
-1.5504183397408904,-0.3171912583599981,0.3924496278509141,0.2686011702208186,0.9269350853924302,-0.18535919056098166,-0.13879733188158622,-0.7958399244476786,-0.0866872145071369,-1.1918476251737335,1.074877156500417
-0.31403771496252236,1.2437891001612098,-0.942370333241122,0.8237099707728074,-1.2334072711500366,-0.9247896370641391,1.1337635071966983,0.6577730220524225,-0.2944632765312149,-0.4820177487994022,-0.87237619118313
-1.1666434257381186,0.34927895231323997,-0.20334943436605676,-0.8898136022847495,-0.6022444734836101,-0.7289248594767097,-0.5030230399599772,1.0063703905054657,-0.228351859385308,-0.3968508446061941,0.38982451084431785
-1.5470891482395712,-0.25377977616452607,0.08642581553845581,0.5389611781865038,0.27022544367793844,0.47498126785951994,0.17994095046171263,-0.5628374669361305,0.20887152270776563,-0.2044229099623338,1.4521669756801279
-1.1799294853269666,0.6851283908625942,-0.5012826748188816,0.6243681032387837,-0.529561939508731,0.32447425982107586,0.6456438104214453,0.21958489164420023,0.3066712934468654,-0.043848768859326745,0.6781556016578097
0.7716819802575275,0.5412394960969918,-0.020161974689800424,-0.20964294694550048,1.2109020622998845,-0.8048670829373223,-0.24461659447347317,0.6649506134879557,0.370933958761564,0.044463646335660974,-1.160850865416355
-0.9978084554153773,0.5677777272926685,0.03354703059362542,0.9947380367546685,0.9073467360733526,0.2635809041963988,0.6858600107100886,-0.15503881081105833,0.15174308593110758,-0.2466483617974725,0.46993251952669784
0.8025020840193023,0.5609693262461395,0.3548166428676032,-1.067894312326338,0.7420253618607087,0.1144092270225458,0.6514196719821324,-0.5872751572208553,-0.6178492047147061,-0.243815206728226,-1.2331119832468684
0.9818225300452558,0.4023502527515767,0.10165994685756981,-0.6910502938782076,0.09578456243570552,0.38151024661878946,-0.37137466767768657,-0.4864554145189552,0.024454577139787582,0.03752966088787364,-1.0386572337753794
-1.5677002475116995,0.5644006075940307,0.4811255940981714,-0.42399328009165865,1.0239894929467082,0.4022759702755635,0.40393073682327274,0.25587108802621267,0.6341983888634773,-0.02336277774880498,0.8295215670665587
-0.2981856653478553,-1.13831178827903,-0.07943047169998202,1.09128229827566,-0.3845503851064724,1.1461755388873125,-0.4515758098108874,0.5211821650123993,-0.640015527087166,0.1994868271166883,1.5742356923338579
-0.44040423717564037,-0.8230332919043291,-0.25917877956930896,0.07100851033653376,0.1379800399942644,-0.004321898385253479,-1.3161533349371162,-0.24441659805739335,-0.20771741722974651,-0.0361684799937201,0.8320827781842313
0.9824057589803548,-0.29088144011149075,-0.4830959140155494,0.03841925392382781,-0.7376356600349754,0.2005751089182995,0.6136827516658843,0.4526027830283426,0.5951288226926612,-0.37912143673616794,-0.4816823620114642
1.352291900585093,-0.24593570407800527,0.5522162521223566,-1.0777880505896555,0.593110341978374,0.08026919564064032,-0.3327942215065938,-0.4837886755469893,-0.011842008361712874,0.35378988592869876,-0.9788944138221879
-0.8741787536349599,-0.365030676493253,-0.21132885950362765,-1.2023769950838714,-0.004008408267041765,-0.2576648109796004,0.5286767259613435,-0.18433984786604557,-0.5832361357371828,-0.08564535853405579,0.5113244879612253
1.031627522575025,-1.6682636931249266,-0.21330732446925305,0.10462095655363225,0.22108911803522505,0.9943766167980471,1.077088419348526,0.8844191969235942,0.17680012687547167,-0.23098951213270616,0.6406969735120556
0.5258986246271276,0.8207903636066435,-0.9448496987216981,-0.2621065298626771,-1.1193848093393999,-0.19464459886555593,1.025276679196916,-0.3890057406308215,0.4412083631636501,-0.5763755945897574,-1.1740256382363563
0.7930621919204829,0.11911563267606286,-0.89773393909775,1.757025432261967,0.0717561741874792,-0.5410189478176339,-0.9120146770563636,0.11218844092609391,-0.3405500687827265,0.31573460062231534,-0.7222607671147293
1.1509565885832782,0.9790712881759179,-0.07044394682795066,-0.550268882951423,-0.28087342504921603,0.322800560587601,0.5169165694838201,1.0142693070783888,-0.38230518970365246,-0.2890374111227928,-1.412215418007751
-0.3332851692334158,-1.477139850016086,-0.5400840046319971,-0.61898384902194,-0.05738646059239151,-1.0943171055881724,0.6063492555071041,-0.25416267849368696,-0.21865703559459826,-0.20816891362139484,0.6851234342435674
-0.03415907990943816,-0.37894845949836614,-0.5346016203655227,-0.06224607123108488,-0.23217783068593142,-0.5678400364654864,-0.7949154200173589,-0.47277908132484847,0.06270294468862174,0.05114306089885371,-0.01423789296923902
-0.8047248960985628,-0.38047566738794253,-0.8464348071293101,0.6043710051262704,-0.8128974442150588,-0.5456996064703556,-0.16090117551409397,0.14836633149374556,-0.20555423454500918,-0.8139780134673862,0.3445738586700466
-0.32457375140038686,-0.6166348249845717,-0.4966237448353241,-0.04984108396756063,-2.03710199960145,0.24678935168322924,-1.0451806224038565,-0.3789751458790864,0.031466107022047496,-0.017886650646765326,0.8386471389575882
0.9982838804877315,-0.506195465577723,0.9663900856118246,0.04479336546340322,0.06901072492322548,-1.3764468790733098,0.719479897114998,0.8263646051707862,-0.7391760470164189,-0.6781603646877873,-0.9309838653008666
0.49291709951981816,-0.06446537323745453,-0.5510966619748814,0.5527137903121885,-0.3770107009198014,-0.9158001345720727,0.0849748014054422,-0.5679357299619048,0.3582819565954966,-0.32117580079274216,-0.6826404549595693
1.1283303082548037,-2.0625789320870713,-0.6797197700757167,0.9268091994953168,0.23580019679594358,-0.7787364157712096,0.3281649456560222,0.7195018413297406,-0.17138559096373082,0.05523649503080638,0.5907251799125519
0.9875619504291347,0.3295098593431817,-0.5604025266594496,-0.4789974417972254,-0.8832634650854596,0.8370183269963313,-1.2606493614218328,-0.5062193000135723,-0.10976765764191884,-0.28973087677238923,-0.8551812015203751
1.2067981007742459,-0.257180931458401,-0.33845259252778287,0.5463484486543537,0.3109857749669715,0.35201878467970166,-0.5363573426072721,0.04616605764701727,0.9883658701982773,0.2649150935720968,-0.3953340762942062
1.4567828282338633,-0.5978811483755236,0.38797514535907807,0.06478839181440295,0.34777921390831257,0.23757743935736395,-0.5861961238261758,-0.028583078066328912,-0.4151375410587905,0.49977784088561605,-0.22116586635479857
0.3248739961231958,-0.7224981978830128,0.31479666980614973,-1.138989263757759,-0.15478792344643655,-0.0638606720022923,-0.8922118410988115,-0.5864798220208118,0.035206050544265975,-0.05710883915626632,-0.037669950836112034
1.100114356418955,-0.3568704833803317,0.17468985467932763,-0.1775435058151157,-0.13597360674037906,0.34043431802606505,0.803473357195507,-1.5997882372337051,-0.11026353102492353,-0.2650000883643726,-0.7564193899031886
0.13763670475203135,-0.8415207525900056,0.3343784355263036,-0.22967598873074005,0.8320810292769013,0.22528477484840764,-1.1282086958683835,1.136812188186776,-1.5632653462986892,0.011733283874258054,0.5849443683612937
1.5221399103109008,0.3468968676413687,0.24583666626199419,-0.18615300639289628,1.3932384276008973,0.014502405239344743,-0.2740391519668308,-0.2844326560121687,0.15188716421515355,0.6001130100934758,-1.179048562520557
-0.8610610859556573,0.8486871155580754,-1.0197544249652166,1.2923328143905428,-1.2185698704601886,-0.031573865772525994,-0.3231372842041615,-0.6224088914564893,-0.16410937633918338,0.17447014267957295,-0.019100423306322795
-0.2810346706153971,1.3973369940131222,-0.5556972716314866,1.2041077312686155,-0.7515393415755599,-0.059770065345242054,0.13610891783885704,0.293390435864913,0.7266982440359604,0.39286500760095633,-0.2814174847688115
-0.7850654593230054,0.9467968659598477,0.04813774928272711,0.7502786766191396,0.36897071000210974,0.07019064872992649,0.18910048940710242,0.534905028398241,-0.711011287660422,-0.0451897551967819,0.14994629296907488
-0.2774638043194918,0.20085679301840711,-0.8655813283296407,1.2544272398652812,-0.21711505092944916,0.5052165626113184,0.47272199560510864,-1.2110361053652896,0.4354002514257197,-0.022119311227708383,-0.01970014437640564
